,index,word,_score,_pvalue
0,1269,nhiệt_tình,788.1199327166817,7.276643052038921e-172
1,1916,uy_tín,446.92928574215716,8.923571352805158e-98
2,1422,phục_vụ,305.9855858314238,3.5981085869787686e-67
3,1842,tư_vấn,305.0525714972363,5.736879847613832e-67
4,1096,màu,287.7581228670319,3.266762473199907e-63
5,1530,shop,286.68297714508793,5.592197295667813e-63
6,2001,xanh,257.9140914709518,9.877945701437783e-57
7,2106,đen,257.12257271598406,1.4673805165450204e-56
8,1280,nhân_viên,231.82494350092423,4.569336426270229e-51
9,2156,đúng,170.31342540045264,1.0397036707209653e-37
10,2030,xám,165.7321023897816,1.0273802883322257e-36
11,394,chế_độ,162.15383983873346,6.148102074508675e-36
12,783,hẹn,153.7585892634299,4.090219066380597e-34
13,732,hài_lòng,149.95259385762898,2.7428873419095815e-33
14,864,khách_hàng,148.4712906067703,5.7526623521703125e-33
15,338,chuyên_nghiệp,138.4877768819453,8.46761969855199e-31
16,1779,trả_lời,131.4315148432225,2.884092450389873e-29
17,1458,quảng_cáo,128.0086852140505,1.5968612707634755e-28
18,720,hoàn_thiện,127.11241093104238,2.4997160322235925e-28
19,1950,vui_vẻ,121.14473684210526,4.940314977459794e-27
20,1504,sai,120.26174289245984,7.682354414830132e-27
21,804,hồng,120.26174289245984,7.682354414830132e-27
22,173,an_tâm,113.06672842422064,2.80460613206943e-25
23,619,giao,107.51023381900642,4.512833931465792e-24
24,1491,rõ_ràng,106.6859981472858,6.81443501266373e-24
25,779,hậu_mãi,103.53807328669545,3.288463700935136e-23
26,1306,nhắn_tin,103.2581394820875,3.782508439292408e-23
27,417,chức_năng,102.29482171267027,6.12296393583274e-23
28,1784,trắng,97.6706975256435,6.18126710143069e-22
29,2254,ủng_hộ,94.77324366723641,2.6317923586399385e-21
30,1992,vừa_ý,92.60812772428599,7.76963424636696e-21
31,385,chất_lượng,92.07881137235833,1.0123720824556075e-20
32,1386,phong_cách,89.73684210526316,3.2650687110838424e-20
33,1097,màu_sắc,87.71983231409797,8.9511830045567e-20
34,2183,đẹp,86.07172277815664,2.0406234579531013e-19
35,1326,nt,85.9713638236506,2.1456335177871529e-19
36,413,chủ,83.9547439701527,5.881105660951768e-19
37,1036,lừa_đảo,82.0,1.5628821893349905e-18
38,871,không,81.65506358610104,1.857069821674602e-18
39,1501,rực_rỡ,81.55672286527631,1.950664807223609e-18
40,1883,tốt,81.48312806312754,2.0237811990167654e-18
41,1820,tâm,81.1161978483937,2.4313161827140256e-18
42,486,cảm_ứng,79.72087260786131,4.8846389359676346e-18
