,index,word,_score,_pvalue
0,1227,nguyên,933.6887196512095,1.7867780969872055e-203
1,747,hãng,874.1175675327354,1.5409265671869063e-190
2,1518,seal,500.42119745117503,2.1623085211345576e-109
3,1317,niêm_phong,398.5988364861703,2.7884471041886193e-87
4,423,clip,204.41666666666669,4.087754721215626e-45
5,1162,mầu,204.41666666666669,4.087754721215626e-45
6,2086,ép,204.41666666666669,4.087754721215626e-45
7,1822,tèo,204.41666666666669,4.087754721215626e-45
8,2033,xé,204.41666666666669,4.087754721215626e-45
9,1482,rách,204.41666666666669,4.087754721215626e-45
10,990,lô,204.41666666666669,4.087754721215626e-45
11,1434,pải,204.41666666666669,4.087754721215626e-45
12,1390,phát,101.28561670569867,1.0141630519886256e-22
13,883,khựa,101.28561670569867,1.0141630519886256e-22
14,1896,từ_chối,101.28561670569867,1.0141630519886256e-22
15,1494,rơi,101.28561670569867,1.0141630519886256e-22
16,465,công_ty,101.28561670569867,1.0141630519886256e-22
17,1741,toàn_bộ,101.28561670569867,1.0141630519886256e-22
18,1900,tự_động,101.28561670569867,1.0141630519886256e-22
19,242,bóc,78.59920094855141,8.558553563227764e-18
20,2068,zin,78.20900166438368,1.0402340633110962e-17
21,1205,new,68.4409352461471,1.374800695433946e-15
22,1302,nhật,67.01164454852979,2.809352755366755e-15
23,409,chờ_đợi,67.01164454852979,2.809352755366755e-15
24,1036,lừa_đảo,67.01164454852979,2.809352755366755e-15
25,1817,tàu,67.01164454852979,2.809352755366755e-15
26,1616,tem,65.54845816210802,5.838928557675317e-15
27,1166,mắt,50.44662649315835,1.1108469877280576e-11
28,1028,lớp,50.44662649315835,1.1108469877280576e-11
29,952,liên_tục,50.44662649315835,1.1108469877280576e-11
30,1238,người_ta,49.951941842310696,1.4225700097199861e-11
31,1882,tốn,49.951941842310696,1.4225700097199861e-11
32,561,dính,49.951941842310696,1.4225700097199861e-11
33,1658,tháo,49.951941842310696,1.4225700097199861e-11
34,1114,máy_nguyên,46.250577297283144,9.05346334258283e-11
35,735,hàng,43.90279078236011,2.9283980671689443e-10
36,1652,thành,39.777946916471514,2.30318368970471e-09
37,1955,vòng,39.777946916471514,2.30318368970471e-09
38,161,active,39.622701346236,2.4890849770130865e-09
39,808,hộp,35.41496708905076,2.040504741236344e-08
40,1129,méo,35.13567611290315,2.3463071989457235e-08
41,1632,thay,34.646219720067535,2.996877411972677e-08
42,861,khui,33.795988330377,4.5845253535289514e-08
43,845,keo,33.046805880822276,6.667718874062438e-08
44,1357,nửa,33.046805880822276,6.667718874062438e-08
45,243,bóng,33.046805880822276,6.667718874062438e-08
46,665,gạch,33.046805880822276,6.667718874062438e-08
47,192,bao_bọc,33.03016721690223,6.723421222687569e-08
48,2122,đon,33.03016721690223,6.723421222687569e-08
49,915,kích_hoạt,32.72029377926378,7.850159533451411e-08
50,895,kiểm_tra,32.1944152531573,1.0211077060668784e-07
51,2222,đợt,31.92535312918858,1.1681474131886582e-07
52,340,chuẩn,30.380256385707977,2.529362913300003e-07
53,1981,vỏ,29.39169411370154,4.1464336117427526e-07
54,718,hoàn,27.57605823028252,1.0278625407031845e-06
55,880,khởi_động,27.57605823028252,1.0278625407031845e-06
56,1600,sợ,27.459358844063456,1.089622314712872e-06
57,898,kiện,27.459358844063456,1.089622314712872e-06
58,1369,online,26.719849422504613,1.5770970495650162e-06
59,822,imei,26.49064582013855,1.7685988941575525e-06
60,3,100,24.96794206679246,3.786868879850426e-06
61,1049,mau,24.748804644808743,4.225375935046097e-06
62,2030,xám,23.841580225501893,6.650688912809818e-06
63,1808,tuần,23.767834435557912,6.9004963250662815e-06
64,257,bảo_hành,22.444946528698054,1.3370319580263026e-05
65,1534,shopee,20.79158381571002,3.056081552926397e-05
66,1936,việt,20.692194580688238,3.211789230791165e-05
67,9,11,20.254716981132077,3.997091511063543e-05
68,1899,tự_tin,20.254716981132077,3.997091511063543e-05
69,2152,đóng_hộp,20.254716981132077,3.997091511063543e-05
70,2149,đóng,20.16796619926453,4.1742819911197355e-05
71,1870,tắt,19.893657298985172,4.787923525630547e-05
72,844,keng,18.70605106564742,8.670269999743827e-05
73,1441,quay_phim,17.171486751211468,0.00018674931992228153
74,1510,samsung,14.659899891495932,0.0006556064021925122
75,1717,tiếng,14.52972830409615,0.0006996963155044953
76,282,bọc,13.979752514986817,0.0009211605113278136
77,2001,xanh,13.78078324225865,0.0010175152824745347
78,704,hiệu_quả,13.503144654088052,0.0011690400616713636
79,534,dgw,13.503144654088052,0.0011690400616713636
80,1924,va_đập,13.503144654088052,0.0011690400616713636
81,408,chờ,13.479357223866968,0.001183027306383136
82,1533,shope,13.414643671332506,0.0012219322817726415
83,720,hoàn_thiện,13.26396442699697,0.0013175488327911973
84,256,bảo,13.074636514441842,0.0014483674444645237
85,1907,unlock,12.265347679436763,0.002170768905806455
86,1507,sale,11.36411609388691,0.0034065404040789847
87,497,cẩn_thận,11.315369723190036,0.0034905887469468795
88,512,cục,10.8203386210655,0.004470883179650408
89,902,ko,10.773493550425636,0.004576838627426542
90,2150,đóng_gói,10.72753182635967,0.004683236195875297
91,374,chưa,10.676204189058543,0.004804981462492839
92,1085,mong_đợi,10.440569099829688,0.005405790690289814
93,1476,rom,10.109517917900224,0.006378904154791957
94,930,kỹ,9.907732863727825,0.007056074288878384
95,2102,đai,9.87648358446379,0.007167188707719846
96,432,cskh,9.87648358446379,0.007167188707719846
97,2003,xiaomi,9.87648358446379,0.007167188707719846
98,1071,miếng,9.83843400645133,0.007304848280771146
99,1511,san,9.81227814354941,0.007401008000426879
100,1947,vsmart,9.81227814354941,0.007401008000426879
101,235,bình_chọn,9.741297645598687,0.0076683882483319825
102,1683,thất_vọng,9.362393214322537,0.009267917193113775
103,469,cũ,9.186604038038464,0.010119388731029987
104,871,không,8.927092839687523,0.011521430917450566
105,2041,xước,8.790543964892562,0.012335524822914824
106,916,kính,8.071551488932517,0.01767196586476352
107,1136,móp,7.992886039868057,0.01838090325436976
108,1038,lựa_chọn,7.720285350968927,0.021064993850425796
109,1771,trùng,7.720285350968927,0.021064993850425796
110,1671,thông_thường,7.720285350968927,0.021064993850425796
111,711,hoang_mang,7.720285350968927,0.021064993850425796
112,893,kiểm,7.720285350968927,0.021064993850425796
113,60,2tr8,7.720285350968927,0.021064993850425796
114,863,khuyến_mãi,7.720285350968927,0.021064993850425796
115,554,dày,7.720285350968927,0.021064993850425796
116,2156,đúng,7.657431467792809,0.021737514464253194
117,779,hậu_mãi,7.57377049180328,0.022666091316278888
